ID,merchant-name,merchant-description,physical-address,street-name,city,zip-code,latitude,longitude,country,state,vintage,price,bottle-size,format,volume,link
52,Plum Market Chicago Wine,Wine merchant. ex. sales tax,"1233 N. Wells Street, Chicago, IL 60610", Chicago, Chicago,60610,41.904846,-87.634258,USA,IL,2016,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=18175356&wine_name_id_F=85261&merchant_id_F=63138&price_F=36.4105&page_no_F=1&line_no_F=5&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
53,Wine & Liquor Warehouse,Wine merchant. ex. sales tax,"465 Albany Turnpike, Canton, CT 06019", Canton, Canton,6019,41.836186,-72.926836,USA,CT,2016,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4114961&wine_name_id_F=85261&merchant_id_F=62664&price_F=36.4105&page_no_F=1&line_no_F=6&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
54,WineBid,Weekly online auctions that close every Sunday. fees apply,"755 Skyway Court, Napa, CA 94558", Napa, Napa,94558,38.217995,-122.265467,USA,CA,2016,50.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20223693&wine_name_id_F=85261&merchant_id_F=362&price_F=36.41778&page_no_F=1&line_no_F=7&ebp_price_F=36.41778&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=A&tax_status_F=fees+apply&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
55,Beverage Warehouse mi,Liquor wholesaler. ex. sales tax,"31111 Greenfield Rd, Beverly Hills, MI 48025", Beverly Hills, Beverly Hills,48025,42.51836,-83.204125,USA,MI,2016,54.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115200&wine_name_id_F=85261&merchant_id_F=143931&price_F=40.052277&page_no_F=1&line_no_F=8&ebp_price_F=40.052277&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
56,Shawn Fine Wine and Spirits,Wine merchant. ex. sales tax,"141 7th Avenue, Brooklyn, NY 11215", Brooklyn, Brooklyn,11215,40.672693,-73.976371,USA,NY,2016,61.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116192&wine_name_id_F=85261&merchant_id_F=3371&price_F=45.15077&page_no_F=1&line_no_F=9&ebp_price_F=45.15077&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
57,"Winfield-Flynn, Ltd.",Wine merchant. ex. sales tax,"558 Third Avenue, New York, NY 10016", New York, New York,10016,40.747609,-73.977116,USA,NY,2016,64.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116187&wine_name_id_F=85261&merchant_id_F=768&price_F=47.335835&page_no_F=1&line_no_F=10&ebp_price_F=47.335835&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
58,Saratoga Wine Exchange,Retail wine store located in upstate New York. Over 17 years experience in sourcing and selling wines. Can ship to 42 states. ex. sales tax,"43 Round Lake Road, Ballston Lake, NY 12019", Ballston Lake, Ballston Lake,12019,42.93436,-73.812305,USA,NY,2016,109.94,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=21821857&wine_name_id_F=85261&merchant_id_F=1801&price_F=80.075424&page_no_F=1&line_no_F=11&ebp_price_F=40.037712&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
59,Yiannis Wine,Wine shop. ex. sales tax,"401 N Great Neck Rd #123, Virginia Beach, VA 23454", Virginia Beach, Virginia Beach,23454,36.845732,-76.049339,USA,VA,2016,109.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115663&wine_name_id_F=85261&merchant_id_F=126267&price_F=80.11184&page_no_F=1&line_no_F=12&ebp_price_F=40.052277&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
60,Applejack Wine & Spirits,Large retailer of fines wines & spirits. ex. sales tax,"3320 Youngfield Street, Wheat Ridge, CO 80033", Wheat Ridge, Wheat Ridge,80033,39.763455,-105.141072,USA,CO,2016,116.02,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116191&wine_name_id_F=85261&merchant_id_F=2713&price_F=84.50382&page_no_F=1&line_no_F=13&ebp_price_F=42.25191&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
61,Suburban Wines,Fine wine and spirits merchant established in 1958. ex. sales tax,"379 Downing Drive, Yorktown Heights, NY 10598", Yorktown Heights, Yorktown Heights,10598,41.273092,-73.780712,USA,NY,2016,119.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116188&wine_name_id_F=85261&merchant_id_F=565&price_F=87.3954&page_no_F=1&line_no_F=14&ebp_price_F=43.694057&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
62,J&M Fine Wines,Wine merchant. ex. sales tax,"701 Salem Street, North Andover, MA 01845", North Andover, North Andover,1845,42.670155,-71.084974,USA,MA,2016,180.0,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115253&wine_name_id_F=85261&merchant_id_F=60052&price_F=131.10402&page_no_F=1&line_no_F=15&ebp_price_F=32.776005&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
63,Universal Fine Wine & Spirits,A family-owned and operated business specializing in hand-crafted wines and rare spirits. ex. sales tax,"1524 US Highway 19, Holiday, FL 34691", Holiday, Holiday,34691,28.181207,-82.740238,USA,FL,2016,194.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115277&wine_name_id_F=85261&merchant_id_F=43599&price_F=142.02208&page_no_F=1&line_no_F=16&ebp_price_F=71.01468&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
64,Station Plaza Wine,Retailer specializing in small production wines. ex. sales tax,"102 Kraft Avenue, Bronxville, NY 10708", Bronxville, Bronxville,10708,40.94056,-73.834364,USA,NY,2016,229.0,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115144&wine_name_id_F=85261&merchant_id_F=17845&price_F=166.79344&page_no_F=1&line_no_F=17&ebp_price_F=41.69836&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
65,Saratoga Wine Exchange,Retail wine store located in upstate New York. Over 17 years experience in sourcing and selling wines. Can ship to 42 states. ex. sales tax,"43 Round Lake Road, Ballston Lake, NY 12019", Ballston Lake, Ballston Lake,12019,42.93436,-73.812305,USA,NY,2016,646.44,Case of 6 Magnum,Case of 6 Magnum,,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=21821854&wine_name_id_F=85261&merchant_id_F=1801&price_F=470.83823&page_no_F=1&line_no_F=18&ebp_price_F=39.23652&bot_size_F=Case+of+6+Magnum&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2016&Xlocation=USA&Xcurrencycode=USD
66,Lincoln Fine Wines,Wine merchant. ex. sales tax,"727 Lincoln Boulevard, Venice, CA 90291", Venice, Venice,90291,33.999597,-118.464235,USA,CA,2015,35.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116206&wine_name_id_F=85261&merchant_id_F=15204&price_F=25.492449&page_no_F=1&line_no_F=1&ebp_price_F=25.492449&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2015&Xlocation=USA&Xcurrencycode=USD
67,WineBid,Weekly online auctions that close every Sunday. fees apply,"755 Skyway Court, Napa, CA 94558", Napa, Napa,94558,38.217995,-122.265467,USA,CA,2015,50.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20223692&wine_name_id_F=85261&merchant_id_F=362&price_F=36.41778&page_no_F=1&line_no_F=2&ebp_price_F=36.41778&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=A&tax_status_F=fees+apply&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2015&Xlocation=USA&Xcurrencycode=USD
68,Liquors Inc,Online wine merchant. no sales tax applies,"485 Dalton Avenue, Pittsfield, Berkshires MA 01201", Pittsfield, Pittsfield,1201,42.464567,-73.212361,USA,MA,2015,54.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=17025636&wine_name_id_F=85261&merchant_id_F=16094&price_F=40.052277&page_no_F=1&line_no_F=3&ebp_price_F=40.052277&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=no+sales+tax+applies&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2015&Xlocation=USA&Xcurrencycode=USD
69,Vickers Wine On-line,"Wine merchant with a large selection of fine wines, imported beer, and micro brews. ex. sales tax","274 Bellevue Avenue, Newport, RI 02840", Newport, Newport,2840,41.481131,-71.307875,USA,RI,2015,249.95,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115721&wine_name_id_F=85261&merchant_id_F=164&price_F=182.0525&page_no_F=1&line_no_F=4&ebp_price_F=45.514946&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2015&Xlocation=USA&Xcurrencycode=USD
70,Benchmark Wine Group,Wine retailer and wholesaler specializing in vintage and rare wines. ex. sales tax,"445 Devlin Road, Napa, CA 94558", Napa, Napa,94558,38.225726,-122.262887,USA,CA,2014,42.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115923&wine_name_id_F=85261&merchant_id_F=2465&price_F=30.590939&page_no_F=1&line_no_F=1&ebp_price_F=30.590939&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2014&Xlocation=USA&Xcurrencycode=USD
71,Vickers Wine On-line,"Wine merchant with a large selection of fine wines, imported beer, and micro brews. ex. sales tax","274 Bellevue Avenue, Newport, RI 02840", Newport, Newport,2840,41.481131,-71.307875,USA,RI,2014,99.95,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115683&wine_name_id_F=85261&merchant_id_F=164&price_F=72.79915&page_no_F=1&line_no_F=2&ebp_price_F=36.403217&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2014&Xlocation=USA&Xcurrencycode=USD
72,"Total Wine & More, Long Beach","Wine, beer and spirits retailer. ex. sales tax","7400 Carson Boulevard, Long Beach, CA 90808", Long Beach, Long Beach,90808,33.827445,-118.086936,USA,CA,2013,89.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115202&wine_name_id_F=85261&merchant_id_F=77407&price_F=65.54472&page_no_F=1&line_no_F=1&ebp_price_F=32.768723&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
73,Bernier's Liquors,"Since 1951, Bernier's Liquors has been serving Bridgewater and the surrounding community a wide selection of beers, wines, & liquors at reasonable prices!. ex. sales tax","905 Plymouth St, Bridgewater, MA, 02324", Bridgewater, Bridgewater,2324,41.990135,-70.942211,USA,MA,2013,89.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116185&wine_name_id_F=85261&merchant_id_F=166638&price_F=65.54472&page_no_F=1&line_no_F=2&ebp_price_F=32.768723&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
74,Metro Liquors - NJ,Wine merchant. ex. sales tax,"1179 W St Georges Avenue, Linden, NJ 07036", Linden, Linden,7036,40.625616,-74.272781,USA,NJ,2013,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116129&wine_name_id_F=85261&merchant_id_F=131009&price_F=36.4105&page_no_F=1&line_no_F=3&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
75,"Total Wine & More, Baybrook","Wine, beer and spirits retailer. ex. sales tax","8740 Gulf Fwy, Friendswood, Houston TX 77546", Friendswood, Friendswood,77546,29.548247,-95.149626,USA,TX,2013,99.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115206&wine_name_id_F=85261&merchant_id_F=120831&price_F=72.828285&page_no_F=1&line_no_F=4&ebp_price_F=36.4105&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
76,ShopRite Wines & Spirits of Little Falls,"Wine, beer and spirits merchant. ex. sales tax","171 Browertown Road, Little Falls, NJ 07424", Little Falls, Little Falls,7424,40.88175,-74.211281,USA,NJ,2013,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115030&wine_name_id_F=85261&merchant_id_F=13161&price_F=36.4105&page_no_F=1&line_no_F=5&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
77,"Total Wine & More, West Plano","Wine, beer and spirits retailer. ex. sales tax","6400 W Plano Pkwy Plano, TX 75093", TX 75093,6400 W Plano Pkwy Plano,75093,33.02923,-96.837072,USA,TX,2013,99.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115224&wine_name_id_F=85261&merchant_id_F=123334&price_F=72.828285&page_no_F=1&line_no_F=6&ebp_price_F=36.4105&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
78,Townline Wine & Spirits,"A premium wine shop with over 4000 SKU's on hand with the wine bottles ranging from $ 8 to $ 400 and more with some collectible wines, and actively involved in the bourbon barrel program. ex. sales tax","2430 Foxon Road, North Branford, New Haven County, Connecticut 06471", North Branford, New Haven County,6471,41.342786,-72.74883,USA,CT,2013,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=22083124&wine_name_id_F=85261&merchant_id_F=145429&price_F=36.4105&page_no_F=1&line_no_F=7&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
79,"Total Wine & More, Brea","Wine, beer and spirits retailer. ex. sales tax","Brea Plaza Shopping Center, 471 South Associated Road, Brea, CA 92821", 471 South Associated Road, Brea,92821,33.911827,-117.880097,USA,CA,2013,199.99,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115249&wine_name_id_F=85261&merchant_id_F=26586&price_F=145.66385&page_no_F=1&line_no_F=8&ebp_price_F=36.41778&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
80,"Total Wine & More, Baybrook","Wine, beer and spirits retailer. ex. sales tax","8740 Gulf Fwy, Friendswood, Houston TX 77546", Friendswood, Friendswood,77546,29.548247,-95.149626,USA,TX,2013,209.99,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115592&wine_name_id_F=85261&merchant_id_F=120831&price_F=152.9474&page_no_F=1&line_no_F=9&ebp_price_F=38.238674&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
81,"Total Wine & More, West Plano","Wine, beer and spirits retailer. ex. sales tax","6400 W Plano Pkwy Plano, TX 75093", TX 75093,6400 W Plano Pkwy Plano,75093,33.02923,-96.837072,USA,TX,2013,209.99,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115599&wine_name_id_F=85261&merchant_id_F=123334&price_F=152.9474&page_no_F=1&line_no_F=10&ebp_price_F=38.238674&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
82,A Taste of The Vineyard,"An independently-owned family business selling fine wines, beers & spirits. ex. sales tax","757 Turnpike St. (Inside Stop & Shop) North Andover, MA 01845", MA 01845, (Inside Stop & Shop) North Andover,1845,42.660245,-71.109528,USA,MA,2013,54.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115341&wine_name_id_F=85261&merchant_id_F=21990&price_F=40.052277&page_no_F=1&line_no_F=11&ebp_price_F=40.052277&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
83,Kessler's Food & Liquor,Wine merchant. ex. sales tax,"621 6th Ave SE, Aberdeen, SD 57401", Aberdeen, Aberdeen,57401,45.459261,-98.478405,USA,SD,2013,55.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115779&wine_name_id_F=85261&merchant_id_F=140051&price_F=40.780636&page_no_F=1&line_no_F=12&ebp_price_F=40.780636&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
84,Wine Barrel Plus,Wine retailer. ex. sales tax,"30303 Plymouth Road, Livonia, MI 48150", Livonia, Livonia,48150,42.36867,-83.342578,USA,MI,2013,59.56,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4114966&wine_name_id_F=85261&merchant_id_F=508&price_F=43.380863&page_no_F=1&line_no_F=13&ebp_price_F=43.380863&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
85,Kona Wine Club,Wine merchant. ex. sales tax,"74-5450 Makala Blvd, Kailua Kona, HI 96740", Kailua Kona, Kailua Kona,96740,19.649472,-156.004458,USA,HI,2013,139.0,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115510&wine_name_id_F=85261&merchant_id_F=17366&price_F=101.24144&page_no_F=1&line_no_F=14&ebp_price_F=50.62072&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2013&Xlocation=USA&Xcurrencycode=USD
86,Lido Wines & Spirits,Premium wine shop located on the East side of Long Beach. It's a few blocks from the beach. ex. sales tax,"635 East Park Ave, Long Beach, NY 11561", Long Beach, Long Beach,11561,40.589004,-73.645297,USA,NY,2012,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115515&wine_name_id_F=85261&merchant_id_F=142822&price_F=36.4105&page_no_F=1&line_no_F=1&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
87,Liquid Partyworks,Wine merchant specializing in limited production wines from California and Finger Lakes wines. ex. sales tax,"10100 Topanga Canyon Blvd, Chatsworth, Los Angeles CA 91311", Chatsworth, Chatsworth,91311,34.254097,-118.605661,USA,CA,2012,49.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115287&wine_name_id_F=85261&merchant_id_F=1319&price_F=36.4105&page_no_F=1&line_no_F=2&ebp_price_F=36.4105&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
88,"Total Wine & More, Galleria","Wine, beer and spirits retailer. ex. sales tax","5016 San Felipe St, Houston, TX 77056", Houston, Houston,77056,29.75119,-95.462318,USA,TX,2012,99.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115266&wine_name_id_F=85261&merchant_id_F=120834&price_F=72.828285&page_no_F=1&line_no_F=3&ebp_price_F=36.4105&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
89,"Total Wine & More, Copperfield",Wine merchant. ex. sales tax,"Copperfield Village 7055 Hwy 6 N Houston, TX, 77095", TX,Copperfield Village 7055 Hwy 6 N Houston,77095,29.880429,-95.646925,USA,TX,2012,99.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4114985&wine_name_id_F=85261&merchant_id_F=132532&price_F=72.828285&page_no_F=1&line_no_F=4&ebp_price_F=36.4105&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
90,"Total Wine & More, Laguna Hills","Wine, beer and spirits retailer. ex. sales tax","Suite B, 24001 El Toro Road, Laguna Hills, CA 92653", 24001 El Toro Road, Laguna Hills,92653,33.612983,-117.710452,USA,CA,2012,199.99,D-magnum (3L),D-magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115645&wine_name_id_F=85261&merchant_id_F=52768&price_F=145.66385&page_no_F=1&line_no_F=5&ebp_price_F=36.41778&bot_size_F=D-magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
91,Evintner.com,Wine and Spirits retailer. ex. sales tax,"669 9th Avenue, New York, NY 10036", New York, New York,10036,40.761265,-73.990884,USA,NY,2012,52.89,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20106430&wine_name_id_F=85261&merchant_id_F=20924&price_F=38.52273&page_no_F=1&line_no_F=6&ebp_price_F=38.52273&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
92,Witty's Fine Wine and Liquors,Wine retailer. ex. sales tax,"870 Saint Georges Ave, Rahway, NJ 07065", Rahway, Rahway,7065,40.605682,-74.290037,USA,NJ,2012,219.99,D-Magnum (3L),D-Magnum ,3L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115008&wine_name_id_F=85261&merchant_id_F=10491&price_F=160.23096&page_no_F=1&line_no_F=7&ebp_price_F=40.059563&bot_size_F=D-Magnum+%283L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
